Run,Scene,Config,HashSize,Accuracy,Completion,CompletionRatio,DepthL1
2,room0,A,19,2.1887835134284868,1.9693637793047483,95.23149728775024,0.000985684346233029
2,room0,B,19,2.1978903106913563,1.9622111164949232,95.15699744224548,0.0009568274435878266
2,room0,C,19,2.308003807444472,2.0547959582905344,94.5169985294342,0.0012890242942376062
2,room0,D,19,2.3007632265814433,2.009971340611896,94.57849860191345,0.001096441519621294
2,room1,A,19,2.3454510764122394,1.7827388284045091,95.51100134849548,0.00021893679331697058
2,room1,B,19,2.3446112179160017,1.7720800340157574,95.48900127410889,0.0002117620169883594
2,room1,C,19,2.6865067408150916,1.93912313787333,94.77599859237671,0.00023355162284133257
2,room1,D,19,2.7116361224545527,1.9236610198197102,94.70599889755249,0.00023544109808426583
2,room2,A,19,1.902000816969436,1.8737070209580775,93.94749999046326,0.004443595389602706
2,room2,B,19,1.931417209944079,1.8981643599117242,93.81499886512756,0.004558064756565727
2,room2,C,19,1.979469929337077,1.952263961733798,93.05599927902222,0.005517035606317222
2,room2,D,19,1.9721727704119,1.946390600728903,93.34999918937683,0.005756456448580138
3,office0,A,19,1.5805487178587798,1.5398382379048539,96.17499709129333,0.0007873660251789261
3,office0,B,19,1.6019046973793392,1.5306295872196687,96.23849987983704,0.0008223771146731451
3,office0,C,19,1.609495411048395,1.5871765363834403,95.7735002040863,0.0009636506547394674
3,office0,D,19,1.723747750346883,1.6073440617834678,95.86150050163269,0.0009863638297247235
3,office1,A,19,1.351711070075698,1.488038205163054,94.91299986839294,0.0003052282181670307
3,office1,B,19,1.3129836238949606,1.5273869126231623,94.85999941825867,0.0003050698069273494
3,office1,C,19,1.3013904478602445,1.6133036325284191,94.35799717903137,0.00032364791877625976
3,office1,D,19,1.456735019024106,1.7315086242660795,94.26900148391724,0.00030144622087391326
3,office2,A,19,2.782412020793179,2.403143410245207,91.99849963188171,0.003917219510185532
3,office2,B,19,2.7822168762263297,2.366411723631504,92.05099940299988,0.0037492871342692524
3,office2,C,19,2.828136865644423,2.5390184039695955,91.47449731826782,0.004397006341605447
3,office2,D,19,2.808620284728145,2.4999308977762214,91.77700281143188,0.0043079431634396315
3,office3,A,19,3.8817839127843867,2.7786606184148184,90.66200256347656,0.002188408689107746
3,office3,B,19,4.078833955271321,2.8542544325798365,90.32700061798096,0.0022322839868138544
3,office3,C,19,2.9565332060845853,2.777013974255451,90.37150144577026,0.0023623480956302956
3,office3,D,19,3.0671366716465798,2.7387516344100806,90.36399722099304,0.002586748632893432
3,office4,A,19,2.217286031529781,2.322199039527999,91.85550212860107,8.186283366740099
3,office4,B,19,2.1741727544952716,2.330620345471909,91.85600280761719,7.628459002262389
3,office4,C,19,2.2472208275389023,2.385952944152716,91.26999974250793,0.00017773560330169857
3,office4,D,19,2.2656129141976287,2.2800060377734246,91.9979989528656,0.00012758304137605592
3,room0,A,19,2.230621996802588,2.01138611230773,94.91999745368958,0.0009851356480794493
3,room0,B,19,2.2455245560526875,1.9766011277077329,95.05550265312195,0.001010592131933663
3,room0,C,19,2.2811210707235343,2.041274757316471,94.4350004196167,0.0010353595826018136
3,room0,D,19,2.289494373654571,1.9997075578297658,94.67200040817261,0.0011322777936584316
3,room1,A,19,2.398316446646012,1.7558270049770988,95.40650248527527,0.0001505725890638132
3,room1,B,19,2.0098841652935477,1.7768838419752668,95.12100219726562,0.0001370267909805989
3,room1,C,19,2.6006527148369494,1.9573218923729645,94.65050101280212,0.0002246735220978735
3,room1,D,19,2.7815946517362056,1.8177525929308134,94.89849805831909,0.0002958452569146175
3,room2,A,19,1.9529636454551895,1.8944882722843879,93.81399750709534,0.004362249819678254
3,room2,B,19,1.866892848050842,1.907399096561527,93.83900165557861,0.004390587128000334
3,room2,C,19,1.9524750827087674,1.9492827135899709,93.27300190925598,0.0055425909522455186
3,room2,D,19,1.9782930566552,1.8992140549810193,93.4719979763031,0.005615219924948178
4,office0,A,19,1.5588616014077175,1.5441832293945232,96.29449844360352,0.0008183848876797128
4,office0,B,19,1.5832444984090879,1.5369481385874664,96.20299935340881,0.0007799259947205428
4,office0,C,19,1.6532837229829072,1.5820648167028866,95.95000147819519,0.0009385679732076824
4,office0,D,19,1.6664661034359856,1.6159861335449208,95.6404983997345,0.0010057772669824772
4,office1,A,19,1.3031061042659144,1.554142743765717,94.70149874687195,0.00031043693979881937
4,office1,B,19,1.3629435319488352,1.4855596888177167,94.79150176048279,0.000307778691421845
4,office1,C,19,1.376562892812215,1.6625975166196576,94.10449862480164,0.00041397233871975914
4,office1,D,19,1.3436227522086472,1.606632505222775,94.55350041389465,0.00035227897114964435
4,office2,A,19,2.8255719262289447,2.376552881276761,92.20550060272217,0.003900338924722746
4,office2,B,19,2.8467384979995796,2.4199890562211204,92.02100038528442,0.0038829919503768906
4,office2,C,19,2.9998104748462415,2.5384670179619553,91.35749936103821,0.004377718869363889
4,office2,D,19,2.8556752120519344,2.526824003258755,91.69949889183044,0.0042789310100488365
4,office3,A,19,3.402140867802829,2.810498669858637,90.54750204086304,0.0021899983039475046
4,office3,B,19,3.3703949514928264,2.807738355439229,90.52749872207642,0.0022531032300321385
4,office3,C,19,2.926345262825532,2.66952336270716,90.93800187110901,0.0025730012566782534
4,office3,D,19,3.463019246785836,2.8206066652764132,90.24749994277954,0.002610693445603829
4,office4,A,19,2.1966717900836565,2.313135893652988,91.85450077056885,8.75142973200127
4,office4,B,19,2.2391929116266076,2.3524044112821225,91.55399799346924,0.00011657101595119457
4,office4,C,19,2.2266996779372947,2.3449612332071728,91.54899716377258,0.00010246229749100166
4,office4,D,19,2.183797365050565,2.3578473856079976,91.27200245857239,0.00012877241033493192
4,room0,A,19,2.244173014465555,1.9953071603337404,94.8104977607727,0.0010083228517032694
4,room0,B,19,2.2397105449551384,1.969526575477493,95.04899978637695,0.0010386772373749409
4,room0,C,19,2.3184824375612987,2.0496603483832385,94.31449770927429,0.0014463640582107473
4,room0,D,19,2.3436915570705126,2.0080427462950214,94.73000168800354,0.001064038497133879
4,room1,A,19,2.5284777655232,1.7486671143675439,95.53499817848206,0.0002086594577122014
4,room1,B,19,2.409713780945134,1.780708268628282,95.4580008983612,0.00020954894353053533
4,room1,C,19,2.746835689702705,1.8368814972011198,94.94100213050842,0.00026037155294034164
4,room1,D,19,2.602184932379038,1.876858866235374,94.91000175476074,0.00015999637525965227
4,room2,A,19,1.9292786800776598,1.9162164241823998,93.58850121498108,0.004416513183969073
4,room2,B,19,1.9108528749186533,1.886418957840532,93.92899870872498,0.004541394810075872
4,room2,C,19,1.9904065105436013,1.9757870130119777,92.98149943351746,0.0057552817452233285
4,room2,D,19,1.9533574390940223,1.8878794032175128,93.52099895477295,0.0055185111705213785
5,office0,A,19,1.5851474245229873,1.5480172385389421,96.21099829673767,0.0007756631930533331
5,office0,B,19,1.5271860157331334,1.5569477452518115,96.06800079345703,0.0007633169843757059
5,office0,C,19,1.72684524365892,1.5894829571532179,96.04650139808655,0.0008101567800622433
5,office0,D,19,1.6570721202198273,1.6142665399892115,95.70199847221375,0.0010144837688130792
5,office1,A,19,1.3491312078267421,1.483923121717265,94.79849934577942,0.00027974786007689545
5,office1,B,19,1.350805840864807,1.5288457871197771,94.72450017929077,0.0003766180270758923
5,office1,C,19,1.345906994952339,1.6306223761369507,94.28550004959106,0.0003209927172065363
5,office1,D,19,1.3893148338212453,1.5679104292190538,94.54900026321411,0.0003587738092392101
5,office2,A,19,2.7882184542139115,2.391712705691758,92.03550219535828,0.0038211539504118264
5,office2,B,19,2.7078275867754287,2.40974058957324,92.01449751853943,0.003792525239987299
5,office2,C,19,2.828837498631039,2.5199490713230723,91.61750078201294,0.0043091564293717965
5,office2,D,19,2.9418548039355263,2.5657751821341597,91.20799899101257,0.004540456575341523
5,office3,A,19,3.191579147782375,2.8019476379787323,90.58499932289124,0.0021028074115747586
5,office3,B,19,3.5529949720196137,2.73543594904374,91.04499816894531,0.0021706960978917778
5,office3,C,19,2.8836088536281648,2.741700391204567,90.57850241661072,0.0025814004402491264
5,office3,D,19,3.1028229113526336,2.8169658304776375,90.23249745368958,0.002596276499389205
5,office4,A,19,2.228807457494111,2.382159596767226,91.27399921417236,8.640294595352316
5,office4,B,19,2.195308531714104,2.3688718655051346,91.36850237846375,8.93146079761209
5,office4,C,19,2.189043116565807,2.2950467094831226,91.85100197792053,5.351630534278229
5,office4,D,19,2.2565569840924713,2.2945346880020168,91.93450212478638,0.00010559003840171499
5,room0,A,19,2.2834443907360993,1.9720925689770723,95.22150158882141,0.001034069100569468
5,room0,B,19,2.2984644102082408,1.9706434825073629,95.0380027294159,0.0010253007530991454
5,room0,C,19,2.3234826763186236,2.0350362881268946,94.50550079345703,0.001287660597881768
5,room0,D,19,2.335875874963189,1.994856071516347,94.6524977684021,0.001042674011841882
5,room1,A,19,2.1492119916077623,1.746130346644616,95.55850028991699,0.00022326964881358435
5,room1,B,19,1.991429151177733,1.7813771733392163,95.22950053215027,0.00024059224870143225
5,room1,C,19,2.558830348752323,1.937591739919415,94.77850198745728,0.00019266558410890866
5,room1,D,19,2.816648059023304,1.9244114397013772,94.69000101089478,0.00023015334136289312
5,room2,A,19,1.9210979134554835,1.9151414199112156,93.6739981174469,0.004539245855994523
5,room2,B,19,1.9049988738767403,1.890129668400882,93.77999901771545,0.004462713695829734
5,room2,C,19,1.9367038526029965,1.9412058527248688,93.21600198745728,0.005555174357141368
5,room2,D,19,1.954951986015331,1.892448504924502,93.33000183105469,0.0056093940656865016
6,office0,A,19,1.5416155271703857,1.5302260881579866,96.27299904823303,0.0007929656931082718
6,office0,B,19,1.5408403795091885,1.525831635116393,96.34550213813782,0.0008203539437090512
6,office0,C,19,1.6393509716029517,1.5834412296032059,95.87849974632263,0.0008760870514379349
6,office0,D,19,1.6183682262897428,1.622460090985212,95.58749794960022,0.0009723203220346477
6,office1,A,19,1.309339487327024,1.5772444414925098,94.48149800300598,0.00031131705782172503
6,office1,B,19,1.311242559622303,1.5460373114791262,94.68950033187866,0.00032491561796632595
6,office1,C,19,1.3138873345542286,1.659768451206069,94.20499801635742,0.0003306685130155529
6,office1,D,19,1.388828457526539,1.6921693962269706,94.40950155258179,0.0003132238816760946
6,office2,A,19,2.8228893433332924,2.394751717144574,92.23549962043762,0.00378529257432092
6,office2,B,19,2.6789234100276422,2.418819735653692,91.8649971485138,0.003896762791555375
6,office2,C,19,2.7527125297864896,2.5236233799231274,91.5844976902008,0.004342104148236103
6,office2,D,19,2.760559617445163,2.446250601147788,91.72300100326538,0.00429149076808244
6,office3,A,19,3.6676356763325937,2.793297775685973,90.64900279045105,0.0021101292077219114
6,office3,B,19,2.9541204451007204,2.764590481178995,90.77749848365784,0.0021433581423480064
6,office3,C,19,2.951327887271141,2.8003500593253094,90.49100279808044,0.0027061898435931653
6,office3,D,19,2.9945253300097923,2.7384031426798727,90.58449864387512,0.002549525561335031
6,office4,A,19,2.186503220301073,2.3336424980749184,91.69250130653381,0.00012336433883319842
6,office4,B,19,2.20641149631857,2.380393429691917,91.354501247406,0.00011937305544051924
6,office4,C,19,2.216663362213395,2.3324559844969617,91.56200289726257,0.00011467870990600204
6,office4,D,19,2.221766086739849,2.340131530101715,91.46850109100342,0.00011223346518818289
6,room0,A,19,2.2332873178832617,1.9935385201824338,94.90500092506409,0.0010146955901291221
6,room0,B,19,2.3312792660302497,1.9588613245689377,95.19699811935425,0.0009785877409740351
6,room0,C,19,2.3034146150443986,1.9985165553559008,94.63949799537659,0.0010613980521156918
6,room0,D,19,2.287449879273282,2.0186678310546773,94.63449716567993,0.0011243511835345998
6,room1,A,19,2.4968636661300567,1.745790384690682,95.54250240325928,0.0001733497015266039
6,room1,B,19,2.461351462842362,1.7469531707004111,95.42049765586853,0.0001942705466717598
6,room1,C,19,2.8418298877727217,1.989976185398483,94.63649988174438,0.0002874982328648912
6,room1,D,19,2.907972574991083,1.8214710824128486,94.8734998703003,0.00020233133000147063
6,room2,A,19,1.9204138117922531,1.893241742145479,93.82349848747253,0.004480675124796107
6,room2,B,19,1.9126509802076352,1.8700370544953955,93.91949772834778,0.004675969830714166
6,room2,C,19,1.9994013433497115,1.9674731730475687,93.13949942588806,0.005868209700565785
6,room2,D,19,1.9787716275593576,1.9019634914741372,93.88999938964844,0.005795466495328583
7,office0,A,19,1.5292135555541193,1.5440693232527458,96.14049792289734,0.0008327957402798347
7,office0,B,19,1.5510966040533807,1.5429900766033153,96.17149829864502,0.0008227455509768333
7,office0,C,19,1.6315190647430164,1.6050713232162603,95.87399959564209,0.0009199619853461627
7,office0,D,19,1.5755537996302589,1.6005936815048132,95.88750004768372,0.0009084443263418507
7,office1,A,19,1.3314626362476722,1.5573742760929026,94.61299777030945,0.0003072519575653132
7,office1,B,19,1.3208036802575238,1.5397637344907478,94.71949934959412,0.0002983707645398681
7,office1,C,19,1.3399924495868991,1.6100556230175982,94.53549981117249,0.00035903401567338733
7,office1,D,19,1.4038233223464514,1.638375030691778,94.75600123405457,0.0002932494908236549
7,office2,A,19,2.749590574675569,2.4010351931511433,92.22099781036377,0.003790254777413793
7,office2,B,19,2.741593346331642,2.429172160265763,92.02349781990051,0.0038592927012359723
7,office2,C,19,2.9608602286645533,2.4454535974088856,91.7360007762909,0.004236422682879493
7,office2,D,19,2.9067167039055093,2.5276143631161,91.63200259208679,0.00433385866926983
7,office3,A,19,3.1709762576284355,2.7516646791918444,90.90650081634521,0.0021191852283664048
7,office3,B,19,3.2512139150147004,2.7517519846930805,90.87899923324585,0.0022027845261618495
7,office3,C,19,2.9444737744002105,2.780724066337953,90.38000106811523,0.0025247010853490792
7,office3,D,19,2.6037668021473626,2.743360325208698,90.56000113487244,0.0024420158297289163
7,office4,A,19,2.1523595425094904,2.276153490373688,92.08750128746033,8.947769742917444
7,office4,B,19,2.205323616443204,2.375012879281475,91.55049920082092,8.308796850542421
7,office4,C,19,2.2410481251478616,2.341851061117765,91.6480004787445,0.0001479632032896916
7,office4,D,19,2.264794780272225,2.3061292652849867,91.91799759864807,0.00016355763818864943
7,room0,A,19,2.1930142574494553,1.9821884178004057,94.96549963951111,0.0009838983714871574
7,room0,B,19,2.2729268848079522,1.9774040371680894,94.9999988079071,0.0010171917892876081
7,room0,C,19,2.311272915977326,2.0253847508624285,94.45599913597107,0.0012102413165848702
7,room0,D,19,2.3280772775851695,2.042081773811768,94.45300102233887,0.0012895743566332385
7,room1,A,19,2.478892446915205,1.7895761308233866,95.56049704551697,0.000188208775853127
7,room1,B,19,2.1013480731034315,1.7543094256414575,95.44600248336792,0.0002116688619935303
7,room1,C,19,2.70154417534023,1.8836587478603686,94.77949738502502,0.00019047555497309077
7,room1,D,19,3.0404001062374224,1.8795357986708738,94.79050040245056,0.0001790120677469531
7,room2,A,19,1.9269545024639667,1.9294404803792569,93.5949981212616,0.004362355684861541
7,room2,B,19,1.9444657639183682,1.9297466073484402,93.62099766731262,0.004537645145319402
7,room2,C,19,1.9652314716215737,1.9401591779331488,93.39900016784668,0.005775083263870329
7,room2,D,19,1.9639723067446553,1.97490631807203,92.73149967193604,0.005943529686192051
8,office0,A,19,1.5476693959258243,1.551397506025127,96.16450071334839,0.0007930185347504448
8,office0,B,19,1.5210027300912436,1.5459768361243802,96.1525022983551,0.0008280489055323415
8,office0,C,19,1.624370982710284,1.5753009314040767,95.9434986114502,0.0008933693607104942
8,office0,D,19,1.6681709912529978,1.6175984783971937,95.76950073242188,0.0009598238648322877
8,office1,A,19,1.363704969627861,1.5946653235466612,94.70450282096863,0.000379673497263866
8,office1,B,19,1.3245994312563734,1.5536095165443127,94.52850222587585,0.0002957594233521377
8,office1,C,19,1.3500678891071585,1.6078902361068435,94.5330023765564,0.00033925225579878315
8,office1,D,19,1.3643227661826909,1.6236451068138553,94.58400011062622,0.000328084388456773
8,office2,A,19,2.73407908353453,2.4172313050456777,92.06849932670593,0.0038961065001785755
8,office2,B,19,2.9368226045145227,2.3913189845088425,92.24050045013428,0.003948836456402205
8,office2,C,19,2.82009934448368,2.51657977076329,91.69099926948547,0.0042294177546864375
8,office2,D,19,2.9203827199123014,2.4935868555579486,91.76099896430969,0.004237635585013777
8,office3,A,19,3.2529404280230803,2.757834981887082,90.8994972705841,0.002171678534068633
8,office3,B,19,3.0395131643777837,2.743273294617934,90.81100225448608,0.0020785320884897374
8,office3,C,19,3.172725287914582,2.737050720824249,90.57599902153015,0.0024730246877879836
8,office3,D,19,3.153083602004999,2.8337970132648214,90.0094985961914,0.0027129932277603075
8,office4,A,19,2.170118251232459,2.3462720230257497,91.61400198936462,0.00011830297808046453
8,office4,B,19,2.1923673838745716,2.3459580361297387,91.76200032234192,7.889931339377654
8,office4,C,19,2.204058123545467,2.2673385853382984,92.1334981918335,4.667781468015164
8,office4,D,19,2.1744280281144253,2.298087005238223,91.82000160217285,7.53211338633264
8,room0,A,19,2.2306643995014053,2.0073135225405085,94.8514997959137,0.0010747816304501612
8,room0,B,19,2.305747416471701,1.959097604495871,95.13750076293945,0.0009814559234655462
8,room0,C,19,2.33278026797312,1.999452515780932,94.66149806976318,0.001010222786135273
8,room0,D,19,2.2849048760864075,2.037724772213806,94.41499710083008,0.001140414042311022
8,room1,A,19,2.1506100994228103,1.7721904229906893,95.30450105667114,0.0002415131348243449
