timestamp,relative_time_seconds,datetime,slam_process_count,slam_cpu_percent,slam_memory_mb,slam_total_threads,system_cpu_percent,system_memory_percent,system_memory_available_mb,gpu_utilization_percent,gpu_memory_mb
1750082605.9977875,25.16218614578247,2025-06-16T16:03:25.997787,11,167.6,19387.32,110,14.5,42.2,35774.34,44.0,7640.0
1750082606.5235221,25.687920808792114,2025-06-16T16:03:26.523522,11,526.3,19339.27,110,45.0,42.2,35789.01,49.0,7640.0
1750082607.0453303,26.209728956222534,2025-06-16T16:03:27.045330,11,214.6,19359.78,110,18.9,42.2,35782.62,0.0,7640.0
1750082607.5667696,26.731168270111084,2025-06-16T16:03:27.566770,11,463.5,19408.76,110,39.9,42.1,35861.7,50.0,7640.0
1750082608.0923018,27.25670051574707,2025-06-16T16:03:28.092302,11,471.8,19358.32,110,40.8,42.1,35810.3,36.0,7640.0
1750082608.614776,27.77917456626892,2025-06-16T16:03:28.614776,11,135.4,19393.97,110,12.1,42.2,35794.33,32.0,7640.0
1750082609.1404388,28.304837465286255,2025-06-16T16:03:29.140439,11,561.3,19308.0,110,47.3,42.1,35841.2,54.0,7640.0
1750082609.6623044,28.82670307159424,2025-06-16T16:03:29.662304,11,215.0,19329.04,110,18.6,42.1,35859.66,0.0,7640.0
1750082610.1831849,29.347583532333374,2025-06-16T16:03:30.183185,11,427.7,19371.84,110,36.4,41.8,35996.08,41.0,7640.0
1750082610.7082825,29.872681140899658,2025-06-16T16:03:30.708282,11,493.4,19352.07,110,41.3,42.1,35860.66,33.0,7640.0
1750082611.2312915,30.395690202713013,2025-06-16T16:03:31.231292,11,125.7,19373.85,110,14.8,42.0,35874.27,25.0,7640.0
1750082611.756441,30.92083978652954,2025-06-16T16:03:31.756441,11,562.7,19354.8,110,47.8,42.1,35812.63,55.0,7640.0
1750082612.2800138,31.44441246986389,2025-06-16T16:03:32.280014,11,229.7,19376.9,110,19.7,42.1,35835.2,4.0,7640.0
1750082612.8017733,31.966171979904175,2025-06-16T16:03:32.801773,11,416.5,19378.97,110,36.3,42.0,35874.15,57.0,7640.0
1750082613.325495,32.489893674850464,2025-06-16T16:03:33.325495,11,494.6,19397.11,110,42.5,42.0,35888.58,35.0,7640.0
1750082613.8515549,33.015953540802,2025-06-16T16:03:33.851555,11,118.3,19380.66,110,10.5,42.0,35875.21,25.0,7640.0
1750082614.37478,33.53917860984802,2025-06-16T16:03:34.374780,11,566.6,19366.82,110,48.1,42.1,35843.52,55.0,7640.0
1750082614.8987653,34.0631639957428,2025-06-16T16:03:34.898765,11,511.0,19354.59,110,43.4,41.9,35947.41,51.0,7640.0
1750082615.423128,34.58752655982971,2025-06-16T16:03:35.423128,11,466.7,19406.07,110,39.5,42.0,35912.5,30.0,7640.0
1750082615.946326,35.110724687576294,2025-06-16T16:03:35.946326,11,579.7,19386.61,110,49.1,41.9,35959.27,53.0,7640.0
1750082616.470658,35.63505673408508,2025-06-16T16:03:36.470658,11,252.8,19367.04,110,21.9,41.8,36012.09,11.0,7640.0
1750082616.992618,36.15701675415039,2025-06-16T16:03:36.992618,11,384.7,19388.84,110,32.5,41.9,35983.01,57.0,7640.0
1750082617.5157757,36.680174350738525,2025-06-16T16:03:37.515776,11,488.0,19417.82,110,41.3,41.9,35934.75,29.0,7640.0
1750082618.0387645,37.203163146972656,2025-06-16T16:03:38.038764,11,149.5,19398.84,110,13.9,42.0,35895.2,27.0,7640.0
1750082618.560151,37.724549770355225,2025-06-16T16:03:38.560151,11,547.2,19399.85,110,47.4,42.1,35806.66,57.0,7640.0
1750082619.085138,38.249536752700806,2025-06-16T16:03:39.085138,11,293.4,19380.48,110,25.2,42.1,35848.37,25.0,7640.0
1750082619.6066124,38.77101111412048,2025-06-16T16:03:39.606612,11,356.9,19392.7,110,29.9,42.1,35835.93,55.0,7640.0
1750082620.127778,39.292176723480225,2025-06-16T16:03:40.127778,11,472.5,19398.15,110,40.6,41.9,35940.59,35.0,7640.0
1750082620.6537461,39.81814479827881,2025-06-16T16:03:40.653746,11,499.6,19379.66,110,42.0,41.9,35983.91,49.0,7640.0
1750082621.175591,40.33998966217041,2025-06-16T16:03:41.175591,11,222.4,19400.23,110,18.8,41.9,35984.8,15.0,7640.0
1750082621.6972902,40.86168885231018,2025-06-16T16:03:41.697290,11,486.2,19400.3,110,44.8,41.8,36015.15,63.0,7640.0
1750082622.2221086,41.38650727272034,2025-06-16T16:03:42.222109,11,436.6,19383.09,110,37.4,42.0,35922.89,50.0,7640.0
1750082622.743613,41.90801167488098,2025-06-16T16:03:42.743613,11,175.4,19416.75,110,15.2,42.0,35918.26,19.0,7640.0
1750082623.2684278,42.43282651901245,2025-06-16T16:03:43.268428,11,558.4,19386.3,110,48.5,42.0,35915.88,57.0,7640.0
1750082623.7920272,42.95642590522766,2025-06-16T16:03:43.792027,11,223.8,19407.08,110,19.7,42.0,35891.34,0.0,7640.0
1750082624.3133252,43.477723836898804,2025-06-16T16:03:44.313325,11,422.1,19394.75,110,35.5,42.0,35923.23,49.0,7640.0
1750082624.8354824,43.99988102912903,2025-06-16T16:03:44.835482,11,493.0,19394.07,110,41.8,41.8,36015.2,32.0,7640.0
1750082625.3620343,44.52643299102783,2025-06-16T16:03:45.362034,11,118.3,19408.69,110,10.5,41.9,35971.22,0.0,7640.0
1750082625.884695,45.04909372329712,2025-06-16T16:03:45.884695,11,570.7,19391.62,110,48.6,41.7,36069.54,53.0,7640.0
1750082626.4084013,45.57279992103577,2025-06-16T16:03:46.408401,11,515.8,19423.17,110,43.8,41.7,36108.26,48.0,7640.0
1750082626.934747,46.09914565086365,2025-06-16T16:03:46.934747,11,464.9,19423.02,110,39.3,41.9,35951.59,41.0,7640.0
1750082627.456684,46.62108278274536,2025-06-16T16:03:47.456684,11,570.4,19424.16,110,48.2,42.0,35888.26,50.0,7640.0
1750082627.9810603,47.145458936691284,2025-06-16T16:03:47.981060,11,240.9,19404.82,110,21.2,42.0,35923.87,44.0,7640.0
1750082628.5027683,47.66716694831848,2025-06-16T16:03:48.502768,11,390.7,19426.82,110,34.2,42.0,35906.21,49.0,7640.0
1750082629.0247705,48.18916916847229,2025-06-16T16:03:49.024770,11,488.0,19443.02,110,41.5,42.0,35896.94,35.0,7640.0
1750082629.5505774,48.7149760723114,2025-06-16T16:03:49.550577,11,141.3,19423.73,110,12.3,42.0,35891.96,0.0,7640.0
1750082630.0726886,49.23708724975586,2025-06-16T16:03:50.072689,11,536.6,19430.84,110,45.9,41.9,35942.47,57.0,7640.0
1750082630.5967748,49.761173486709595,2025-06-16T16:03:50.596775,11,514.9,19453.7,110,43.9,41.9,35979.43,49.0,7640.0
1750082631.1217952,50.28619384765625,2025-06-16T16:03:51.121795,11,388.5,19366.74,110,32.9,41.7,36055.59,39.0,7640.0
1750082631.6436136,50.80801224708557,2025-06-16T16:03:51.643614,11,234.4,19449.26,110,19.6,41.8,36020.91,45.0,7640.0
1750082632.1701021,51.334500789642334,2025-06-16T16:03:52.170102,11,455.8,19416.23,110,39.4,42.0,35919.07,54.0,7640.0
1750082632.691781,51.85617971420288,2025-06-16T16:03:52.691781,11,126.5,19432.36,121,16.4,42.0,35901.25,1.0,7640.0
1750082633.2314637,52.395862340927124,2025-06-16T16:03:53.231464,11,332.4,19475.41,121,28.5,42.0,35910.28,27.0,7640.0
1750082633.7557652,52.92016386985779,2025-06-16T16:03:53.755765,11,596.1,19435.59,121,51.3,42.0,35868.91,51.0,7640.0
1750082634.2787704,53.44316911697388,2025-06-16T16:03:54.278770,11,476.5,19463.26,121,41.5,42.1,35862.02,38.0,7640.0
1750082634.8050766,53.96947526931763,2025-06-16T16:03:54.805077,11,156.3,19439.95,121,13.7,42.0,35899.94,26.0,7640.0
1750082635.3285606,54.49295926094055,2025-06-16T16:03:55.328561,11,464.5,19474.71,121,41.5,42.0,35869.68,31.0,7640.0
1750082635.8547735,55.01917219161987,2025-06-16T16:03:55.854774,11,162.6,19441.29,121,14.1,42.0,35868.94,19.0,7640.0
1750082636.376616,55.541014671325684,2025-06-16T16:03:56.376616,11,544.4,19442.56,121,46.2,42.0,35920.61,56.0,7640.0
1750082636.9024634,56.06686210632324,2025-06-16T16:03:56.902463,11,286.8,19463.7,121,24.6,41.9,35937.27,33.0,7640.0
1750082637.4242969,56.58869552612305,2025-06-16T16:03:57.424297,11,345.7,19444.61,121,29.6,42.0,35902.98,50.0,7640.0
1750082637.9482949,57.112693548202515,2025-06-16T16:03:57.948295,11,277.4,19465.96,121,23.3,41.9,35932.5,47.0,7640.0
1750082638.470835,57.635233640670776,2025-06-16T16:03:58.470835,11,363.1,19446.46,121,31.5,41.8,35993.63,42.0,7640.0
1750082638.9965446,58.160943269729614,2025-06-16T16:03:58.996545,11,464.2,19501.98,121,40.4,41.8,36025.01,38.0,7640.0
1750082639.5225775,58.686976194381714,2025-06-16T16:03:59.522578,11,194.2,19448.63,121,17.3,41.8,36015.57,1.0,7640.0
1750082640.046769,59.21116757392883,2025-06-16T16:04:00.046769,11,547.3,19451.39,121,48.3,41.8,36052.12,62.0,7640.0
1750082640.5713587,59.73575735092163,2025-06-16T16:04:00.571359,11,463.0,19494.64,121,40.0,41.9,35962.02,45.0,7640.0
1750082641.0936437,60.258042335510254,2025-06-16T16:04:01.093644,11,495.3,19503.66,121,43.1,41.8,36018.92,32.0,7648.0
1750082641.61778,60.7821786403656,2025-06-16T16:04:01.617780,11,126.0,19476.52,121,11.3,41.9,35963.59,27.0,7648.0
1750082642.1416216,61.30602025985718,2025-06-16T16:04:02.141622,11,599.1,19477.62,121,52.1,42.0,35904.7,57.0,7648.0
1750082642.6657674,61.83016610145569,2025-06-16T16:04:02.665767,11,466.9,19479.87,121,41.0,41.9,35960.11,28.0,7648.0
1750082643.188767,62.35316562652588,2025-06-16T16:04:03.188767,11,582.5,19461.71,121,54.2,42.0,35911.48,58.0,7648.0
1750082643.7117705,62.876169204711914,2025-06-16T16:04:03.711771,11,491.9,19483.5,121,43.1,42.1,35844.45,34.0,7650.0
1750082644.2363582,63.4007568359375,2025-06-16T16:04:04.236358,11,143.5,19464.39,121,17.9,42.1,35806.95,25.0,7650.0
1750082644.758657,63.92305564880371,2025-06-16T16:04:04.758657,11,560.6,19465.2,121,49.6,42.1,35863.79,59.0,7650.0
1750082645.2841825,64.44858121871948,2025-06-16T16:04:05.284183,11,304.2,19487.09,121,27.5,42.1,35823.02,36.0,7649.0
1750082645.8056376,64.97003626823425,2025-06-16T16:04:05.805638,11,337.2,19467.53,121,29.2,42.1,35819.66,51.0,7649.0
1750082646.3312454,65.49564409255981,2025-06-16T16:04:06.331245,11,288.8,19489.09,121,25.1,42.1,35843.66,46.0,7649.0
1750082646.8534696,66.01786828041077,2025-06-16T16:04:06.853470,11,341.6,19469.39,121,29.3,42.1,35830.93,43.0,7649.0
1750082647.3776379,66.54203653335571,2025-06-16T16:04:07.377638,11,476.4,19527.52,121,40.5,42.0,35903.75,40.0,7649.0
1750082647.9047663,67.06916499137878,2025-06-16T16:04:07.904766,11,529.3,19494.05,121,45.8,42.1,35844.83,51.0,7649.0
1750082648.426859,67.59125757217407,2025-06-16T16:04:08.426859,11,231.8,19473.87,121,20.8,42.0,35869.55,2.0,7649.0
1750082648.9489086,68.11330723762512,2025-06-16T16:04:08.948909,11,398.1,19496.74,121,34.0,42.0,35899.84,46.0,7649.0
1750082649.4713895,68.63578820228577,2025-06-16T16:04:09.471390,11,222.1,19476.55,121,20.6,42.1,35859.34,3.0,7649.0
1750082649.9923453,69.1567440032959,2025-06-16T16:04:09.992345,11,449.2,19499.26,121,38.2,41.9,35956.81,57.0,7649.0
1750082650.5167735,69.68117213249207,2025-06-16T16:04:10.516773,11,499.6,19500.42,121,42.4,42.0,35898.09,46.0,7648.0
1750082651.0409403,70.20533895492554,2025-06-16T16:04:11.040940,11,287.2,19480.15,121,25.0,42.0,35880.89,22.0,7640.0
1750082651.5632913,70.72768998146057,2025-06-16T16:04:11.563291,11,344.7,19511.05,121,29.0,41.9,35941.0,34.0,7640.0
1750082652.0877643,71.25216293334961,2025-06-16T16:04:12.087764,11,463.4,19530.65,121,39.8,41.9,35960.09,34.0,7640.0
1750082652.6130612,71.77745985984802,2025-06-16T16:04:12.613061,11,527.3,19494.88,121,44.3,42.0,35898.02,47.0,7640.0
1750082653.1355045,72.29990315437317,2025-06-16T16:04:13.135504,11,546.4,19495.84,121,50.2,42.0,35893.09,48.0,7640.0
1750082653.6593595,72.82375812530518,2025-06-16T16:04:13.659359,11,308.1,19517.89,121,26.4,42.0,35877.47,34.0,7640.0
1750082654.18229,73.346688747406,2025-06-16T16:04:14.182290,11,310.8,19497.98,121,26.8,41.9,35976.67,51.0,7640.0
1750082654.7057662,73.87016487121582,2025-06-16T16:04:14.705766,11,330.0,19519.8,121,28.6,42.0,35920.88,56.0,7640.0
1750082655.226361,74.39075970649719,2025-06-16T16:04:15.226361,11,293.2,19541.48,121,25.9,41.9,35949.25,39.0,7640.0
1750082655.7545588,74.91895747184753,2025-06-16T16:04:15.754559,11,456.2,19523.28,121,38.9,41.9,35956.52,48.0,7640.0
1750082656.278774,75.44317269325256,2025-06-16T16:04:16.278774,11,586.8,19524.16,121,49.4,41.9,35965.96,51.0,7640.0
1750082656.8017752,75.96617388725281,2025-06-16T16:04:16.801775,11,225.5,19504.46,121,19.8,41.9,35965.91,0.0,7640.0
1750082657.324364,76.4887626171112,2025-06-16T16:04:17.324364,11,388.9,19526.04,121,32.7,42.0,35874.67,45.0,7640.0
1750082657.8468497,77.01124835014343,2025-06-16T16:04:17.846850,11,233.1,19507.28,121,19.9,42.1,35826.65,4.0,7640.0
1750082658.3689787,77.53337740898132,2025-06-16T16:04:18.368979,11,399.1,19529.61,121,34.0,42.2,35781.32,45.0,7640.0
1750082658.8972943,78.06169295310974,2025-06-16T16:04:18.897294,11,500.0,19539.7,121,42.6,41.9,35949.8,38.0,7640.0
1750082659.424651,78.58904957771301,2025-06-16T16:04:19.424651,11,347.2,19511.12,121,29.5,42.1,35840.34,32.0,7640.0
1750082659.946332,79.11073064804077,2025-06-16T16:04:19.946332,11,285.8,19534.33,121,25.5,41.9,35937.25,32.0,7640.0
1750082660.473016,79.6374146938324,2025-06-16T16:04:20.473016,11,351.4,19513.39,121,30.3,41.9,35957.13,49.0,7640.0
1750082660.9945612,80.15895986557007,2025-06-16T16:04:20.994561,11,269.2,19535.56,121,23.3,41.9,35962.59,40.0,7640.0
1750082661.5197656,80.68416428565979,2025-06-16T16:04:21.519766,11,469.9,19537.73,121,39.9,42.0,35893.97,45.0,7640.0
1750082662.0444708,81.20886945724487,2025-06-16T16:04:22.044471,11,564.4,19518.2,121,47.8,42.0,35920.25,44.0,7640.0
1750082662.5679753,81.7323739528656,2025-06-16T16:04:22.567975,11,529.7,19571.0,121,45.1,42.1,35821.78,62.0,7640.0
1750082663.0943282,82.25872683525085,2025-06-16T16:04:23.094328,11,461.3,19563.73,121,39.4,42.1,35831.62,62.0,7640.0
1750082663.61977,82.78416872024536,2025-06-16T16:04:23.619770,11,490.2,19543.95,121,44.5,42.2,35783.61,40.0,7640.0
1750082664.1446748,83.30907344818115,2025-06-16T16:04:24.144675,11,131.5,19565.43,121,11.3,42.2,35787.97,0.0,7640.0
1750082664.6692939,83.83369255065918,2025-06-16T16:04:24.669294,11,540.8,19546.21,121,46.5,42.0,35889.05,53.0,7640.0
1750082665.1926064,84.35700511932373,2025-06-16T16:04:25.192606,11,538.5,19569.25,121,46.2,42.0,35876.0,60.0,7640.0
1750082665.7166054,84.88100409507751,2025-06-16T16:04:25.716605,11,460.6,19529.14,121,40.0,42.1,35838.59,44.0,7640.0
1750082666.2417405,85.40613913536072,2025-06-16T16:04:26.241740,11,509.9,19590.21,121,48.4,42.3,35727.79,41.0,7640.0
1750082666.7687662,85.9331648349762,2025-06-16T16:04:26.768766,11,476.9,19574.16,121,48.0,42.5,35620.08,47.0,7640.0
1750082667.2945485,86.45894718170166,2025-06-16T16:04:27.294549,11,567.4,19554.69,121,55.9,42.7,35437.18,52.0,7640.0
1750082667.8181636,86.98256230354309,2025-06-16T16:04:27.818164,11,530.7,19577.8,121,50.1,42.4,35679.07,56.0,7640.0
1750082668.3445237,87.50892233848572,2025-06-16T16:04:28.344524,11,470.6,19538.68,121,40.3,42.3,35716.98,36.0,7640.0
1750082668.8691323,88.03353095054626,2025-06-16T16:04:28.869132,11,505.8,19581.67,121,42.8,42.3,35709.39,41.0,7640.0
1750082669.3957753,88.56017398834229,2025-06-16T16:04:29.395775,11,474.2,19563.0,121,39.8,42.4,35624.26,34.0,7640.0
1750082669.9208148,89.08521342277527,2025-06-16T16:04:29.920815,11,550.0,19563.88,121,47.2,42.4,35638.4,55.0,7640.0
1750082670.445386,89.6097846031189,2025-06-16T16:04:30.445386,11,417.5,19583.99,121,36.6,42.4,35654.07,35.0,7640.0
1750082670.9707716,90.13517022132874,2025-06-16T16:04:30.970772,11,215.3,19566.22,121,18.7,42.4,35635.25,19.0,7640.0
1750082671.4977758,90.6621744632721,2025-06-16T16:04:31.497776,11,537.0,19589.98,121,45.6,42.3,35716.84,57.0,7640.0
1750082672.023469,91.18786764144897,2025-06-16T16:04:32.023469,11,472.6,19591.27,121,39.6,42.2,35788.16,57.0,7640.0
1750082672.5483842,91.71278285980225,2025-06-16T16:04:32.548384,11,496.2,19573.92,121,42.1,42.3,35716.12,34.0,7640.0
1750082673.0757048,92.24010348320007,2025-06-16T16:04:33.075705,11,293.7,19572.91,121,25.2,42.3,35685.76,36.0,7640.0
1750082673.5983002,92.76269888877869,2025-06-16T16:04:33.598300,11,367.3,19553.14,121,35.5,42.2,35775.36,53.0,7640.0
1750082674.1218002,93.28619885444641,2025-06-16T16:04:34.121800,11,105.1,19553.21,121,9.6,42.2,35770.59,1.0,7640.0
1750082674.643771,93.80816960334778,2025-06-16T16:04:34.643771,11,147.5,19554.21,121,12.7,42.2,35778.54,0.0,7640.0
1750082675.1655538,94.32995247840881,2025-06-16T16:04:35.165554,11,408.4,19576.66,121,35.4,42.1,35853.36,52.0,7640.0
1750082675.6877654,94.85216403007507,2025-06-16T16:04:35.687765,11,224.4,19555.88,121,20.0,42.0,35886.73,3.0,7640.0
1750082676.2082198,95.37261843681335,2025-06-16T16:04:36.208220,11,400.0,19578.77,121,34.7,42.1,35863.89,42.0,7640.0
1750082676.7317655,95.89616417884827,2025-06-16T16:04:36.731766,11,584.8,19579.7,121,49.4,42.0,35900.02,54.0,7640.0
1750082677.256739,96.42113757133484,2025-06-16T16:04:37.256739,11,284.9,19560.94,121,24.2,42.0,35868.89,25.0,7640.0
1750082677.779279,96.9436776638031,2025-06-16T16:04:37.779279,11,339.1,19582.5,121,29.0,42.1,35809.5,54.0,7640.0
1750082678.3037312,97.46812987327576,2025-06-16T16:04:38.303731,11,281.3,19562.71,121,24.5,42.1,35808.61,38.0,7640.0
1750082678.8257656,97.99016427993774,2025-06-16T16:04:38.825766,11,341.4,19584.93,121,28.8,42.2,35792.3,49.0,7640.0
1750082679.3507807,98.51517939567566,2025-06-16T16:04:39.350781,11,277.2,19565.46,121,23.6,42.1,35824.66,50.0,7640.0
1750082679.8734536,99.03785228729248,2025-06-16T16:04:39.873454,11,341.5,19587.07,121,29.1,42.0,35885.04,46.0,7640.0
1750082680.3977175,99.56211614608765,2025-06-16T16:04:40.397717,11,282.9,19567.89,121,24.1,42.1,35865.69,7.0,7640.0
1750082680.9197652,100.08416390419006,2025-06-16T16:04:40.919765,11,335.6,19589.3,121,28.8,42.1,35860.68,49.0,7640.0
1750082681.4444196,100.6088182926178,2025-06-16T16:04:41.444420,11,275.6,19569.61,121,23.4,42.0,35880.02,18.0,7640.0
1750082681.9663591,101.1307578086853,2025-06-16T16:04:41.966359,11,337.5,19591.16,121,29.0,42.1,35843.16,49.0,7640.0
1750082682.4934056,101.65780425071716,2025-06-16T16:04:42.493406,11,499.0,19593.59,121,42.5,42.1,35808.25,61.0,7640.0
1750082683.018518,102.18291664123535,2025-06-16T16:04:43.018518,11,491.7,19574.08,121,40.9,42.1,35810.04,62.0,7640.0
1750082683.5407784,102.70517706871033,2025-06-16T16:04:43.540778,11,468.3,19597.23,121,40.4,42.2,35747.97,39.0,7640.0
1750082684.0657833,103.23018193244934,2025-06-16T16:04:44.065783,11,475.0,19620.06,121,39.8,42.2,35753.88,45.0,7640.0
1750082684.5903018,103.75470042228699,2025-06-16T16:04:44.590302,11,494.9,19600.32,121,42.4,42.1,35835.04,44.0,7640.0
1750082685.1147761,104.2791748046875,2025-06-16T16:04:45.114776,11,125.9,19622.34,121,14.2,42.1,35822.54,5.0,7640.0
1750082685.6402857,104.80468440055847,2025-06-16T16:04:45.640286,11,501.1,19602.7,121,42.4,42.2,35800.67,31.0,7640.0
1750082686.1637788,105.3281774520874,2025-06-16T16:04:46.163779,11,126.3,19624.52,121,11.2,42.2,35801.52,0.0,7640.0
1750082686.6856327,105.85003137588501,2025-06-16T16:04:46.685633,11,493.3,19604.84,121,42.1,42.3,35722.85,34.0,7640.0
